Asset Center,Asset Title,Access Manager Value,Asset Status,User Name,User UUPIC,User Duty Center,Org Code,Business Phone,Primary E-mail,Primary Affiliation Agreement,Identity Status,Request Number,Submitted Date,Request Type,Request Status,Is Currently Provisioned,Provisioned Date,Role Title,Privileged Role Type,Selected Value,Request Role Status
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe19909,706406906,HQ,JD000,,redacted,redacted,Active,Add-002456695,42891,Add,Provisioned,Yes,42891,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ FASD CRAS Administrator,15721,Active,jdoe19910,250943489,HQ,LM020,redacted,redacted,redacted,Active,Add-002197502,42740,Add,Provisioned,Yes,42740,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe19911,582438835,HQ,JD000,703.338.6450,redacted,redacted,Active,Add-002186657,42739,Add,Provisioned,Yes,42740,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe19912,427016956,ARC,ID,redacted,redacted,redacted,Active,Add-001767282,42451,Add,Provisioned,Yes,42452,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe19913,681163613,HQ,JD000,703.636.2033,redacted,redacted,Active,Modify-002261956,42774,Modify,Provisioned,Yes,42774,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe19914,876705152,HQ,JD000,,redacted,redacted,Active,Bulk-002150757,42702,Bulk,Provisioned,Yes,42702,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe19915,105483040,SSC,RA41,redacted,redacted,redacted,Active,Add-001768385,42452,Add,Provisioned,Yes,42452,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe19916,478737206,HQ,JD000,540.226.3035,redacted,redacted,Active,Add-002405711,42864,Add,Provisioned,Yes,42864,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE AWS Console,16885,Active,jdoe19917,803277140,HQ,LM020,202.358.3720,redacted,redacted,Active,Add-002910413,43146,Add,Provisioned,Yes,43146,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe19919,892631651,HQ,LM023,301.464.6638,redacted,redacted,Active,Add-002334322,42823,Add,Provisioned,Yes,42824,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Questions for Response Database (QFRDB),14376,Active,jdoe19924,904634321,HQ,VA020,202.358.1907,redacted,redacted,Active,Bulk-001468328,42305,Bulk,Provisioned,Yes,42305,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe19925,242459114,HQ,JD000,202.358.0839,redacted,redacted,Active,Modify-002819725,43082,Modify,Provisioned,Yes,43084,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe19926,877882544,HQ,JD000,,redacted,redacted,Active,Add-002378577,42850,Add,Provisioned,Yes,42850,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe19927,994288243,HQ,LM020,202.358.0673,redacted,redacted,Active,Modify-002529265,42915,Modify,Provisioned,Yes,42916,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe19928,409824462,GRC,VM00,redacted,redacted,redacted,Active,Add-001905344,42544,Add,Provisioned,Yes,42549,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe19929,242459114,HQ,JD000,202.358.0839,redacted,redacted,Active,Modify-002819725,43082,Modify,Provisioned,Yes,43084,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe19930,803277140,HQ,LM020,202.358.3720,redacted,redacted,Active,Add-002321668,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Google G-Suite,14641,Active,jdoe19931,926409422,JSC,IO111,281.244.8739,redacted,redacted,Active,Modify-002203401,42745,Modify,Provisioned,Yes,42754,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe19932,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,Add-002323138,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe19933,105483040,SSC,RA41,redacted,redacted,redacted,Active,Add-001768385,42452,Add,Provisioned,Yes,42452,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ NASA Education Activity Repository (NEAR),15538,Active,jdoe19934,723521830,HQ,HA000,202.358.2563,redacted,redacted,Active,Bulk-002402959,42863,Bulk,Provisioned,Yes,42863,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe19935,296512040,HQ,JC000,redacted,redacted,redacted,Active,Add-002476504,42894,Add,Provisioned,Yes,42895,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe19936,686848162,HQ,JD000,202.358.1393,redacted,redacted,Active,Add-002373600,42845,Add,Provisioned,Yes,42850,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe19937,942132423,HQ,LM020,redacted,redacted,redacted,Active,Add-001649691,42418,Add,Provisioned,Yes,42424,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Work Request Intake System (WRIS),14194,Active,jdoe19938,392738104,HQ,LM020,202.358.1196,redacted,redacted,Active,Bulk-001478493,42313,Bulk,Provisioned,Yes,42313,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Enterprise File Sharing and Sync (BOX),16292,Active,jdoe19939,734219010,GSFC,4502,301.286.9300,redacted,redacted,Active,Add-002761613,43040,Add,Provisioned,Yes,43047,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Enterprise File Sharing and Sync (BOX),16292,Active,jdoe19940,734219010,GSFC,4502,301.286.9300,redacted,redacted,Active,Add-002761613,43040,Add,Provisioned,Yes,43047,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe19942,668235664,HQ,LM020,202.358.0034,redacted,redacted,Active,Add-002544835,42926,Add,Provisioned,Yes,42926,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Questions for Response Database (QFRDB),14376,Active,jdoe19943,44216912,HQ,LM020,202.358.0451,redacted,redacted,Active,Bulk-001468330,42305,Bulk,Provisioned,Yes,42305,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ NASA Education Activity Repository (NEAR),15538,Active,jdoe19944,153907756,HQ,CJ000,202.358.1078,redacted,redacted,Active,Bulk-002402048,42863,Bulk,Provisioned,Yes,42863,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe19945,478737206,HQ,JD000,540.226.3035,redacted,redacted,Active,Add-002405711,42864,Add,Provisioned,Yes,42864,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe19946,978996832,HQ,JD000,,redacted,redacted,Active,Add-002370994,42844,Add,Provisioned,Yes,42844,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe19947,803277140,HQ,LM020,202.358.3720,redacted,redacted,Active,Add-002321668,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe19948,892631651,HQ,LM023,301.464.6638,redacted,redacted,Active,Add-002334322,42823,Add,Provisioned,Yes,42824,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Keysurvey,14080,Active,jdoe19949,408020103,HQ,LM023,202.358.2520,redacted,redacted,Active,Add-002380536,42851,Add,Provisioned,Yes,42859,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe19950,77852043,HQ,JD000,571.253.1211,redacted,redacted,Active,Add-002206855,42746,Add,Provisioned,Yes,42746,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe19951,77852043,HQ,JD000,571.253.1211,redacted,redacted,Active,Modify-002808014,43074,Modify,Provisioned,Yes,43082,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Enterprise File Sharing and Sync (BOX),16292,Active,jdoe19952,734219010,GSFC,4502,301.286.9300,redacted,redacted,Active,Add-002761613,43040,Add,Provisioned,Yes,43047,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe19953,483254942,HQ,JD000,703.760.0440,redacted,redacted,Active,Modify-002240456,42765,Modify,Provisioned,Yes,42765,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe19954,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,NR-GF-143356530,40248,Add,Provisioned,Yes,40248,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe19955,668235664,HQ,LM020,202.358.0034,redacted,redacted,Active,Add-002544835,42926,Add,Provisioned,Yes,42926,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe19956,942132423,HQ,LM020,redacted,redacted,redacted,Active,Add-001649691,42418,Add,Provisioned,Yes,42424,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe19957,130271004,LARC,B7,redacted,redacted,redacted,Active,Add-001939743,42564,Add,Provisioned,Yes,42564,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe19958,116846742,HQ,JF000,,redacted,redacted,Active,Bulk-002150754,42702,Bulk,Provisioned,Yes,42702,bad_information,99 - Low Privilege,User,Provisioned
HQ,"HQ IBM Rational Project Areas, CRs, WMS",13589,Active,jdoe19959,70566725,HQ,LM020,571.385.4004,redacted,redacted,Active,Add-002431081,42879,Add,Provisioned,Yes,42881,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Github Enterprise,15734,Active,jdoe19960,994288243,HQ,LM020,202.358.0673,redacted,redacted,Active,Add-002255843,42769,Add,Provisioned,Yes,42769,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe19961,652692413,HQ,LM021,202.358.1348,redacted,redacted,Active,Add-001164760,42208,Add,Provisioned,Yes,42213,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe19962,437742144,HQ,LM020,202.358.3921,redacted,redacted,Active,NR-AR-000297072,41394,Add,Provisioned,Yes,41411,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe19963,681163613,HQ,JD000,703.636.2033,redacted,redacted,Active,Modify-002261956,42774,Modify,Provisioned,Yes,42774,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe19964,77852043,HQ,JD000,571.253.1211,redacted,redacted,Active,Add-002206855,42746,Add,Provisioned,Yes,42746,bad_information,99 - Low Privilege,User,Provisioned
HQ,"HQ IBM Rational Project Areas, CRs, WMS",13589,Active,jdoe19965,46396630,HQ,LM020,202.358.1223,redacted,redacted,Active,Add-002429689,42879,Add,Provisioned,Yes,42880,bad_information,99 - Low Privilege,User,Provisioned
HQ,AGCY Functional Integration Query System (FIQS),16248,Active,jdoe19966,274158530,ARC,TH,redacted,redacted,redacted,Active,Add-002502541,42902,Add,Provisioned,Yes,42905,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Keysurvey,14080,Active,jdoe19967,433782621,HQ,LM020,202.358.1601,redacted,redacted,Active,Add-002655020,42977,Add,Provisioned,Yes,42999,bad_information,99 - Low Privilege,User,Provisioned
HQ,"HQ IBM Rational Project Areas, CRs, WMS",13589,Active,jdoe19968,46396630,HQ,LM020,202.358.1223,redacted,redacted,Active,Add-002429689,42879,Add,Provisioned,Yes,42880,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Github Enterprise,15734,Active,jdoe19969,940940924,HQ,LM020,202.358.3940,redacted,redacted,Active,Add-002255977,42769,Add,Provisioned,Yes,42769,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe19982,243414432,HQ,JD000,571.527.5832,redacted,redacted,Active,Modify-002240457,42765,Modify,Provisioned,Yes,42765,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Google G-Suite,14641,Active,jdoe19983,569066134,ARC,SST,650.604.3863,redacted,redacted,Active,Modify-002839707,43103,Modify,Provisioned,Yes,43105,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe19986,803277140,HQ,LM020,202.358.3720,redacted,redacted,Active,Add-002321668,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,"HQ IBM Rational Project Areas, CRs, WMS",13589,Active,jdoe19987,877383139,HQ,LM020,,redacted,redacted,Active,Add-002852682,43110,Add,Provisioned,Yes,43110,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Enterprise File Sharing and Sync (BOX),16292,Active,jdoe1999,582438835,HQ,JD000,703.338.6450,redacted,redacted,Active,Add-002678105,42989,Add,Provisioned,Yes,43004,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ NASA Education Activity Repository (NEAR),15538,Active,jdoe19990,22567125,HQ,LM020,202.747.2460,redacted,redacted,Active,Bulk-002402058,42863,Bulk,Provisioned,Yes,42863,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Google G-Suite,14641,Active,jdoe19991,926409422,JSC,IO111,281.244.8739,redacted,redacted,Active,Modify-002203401,42745,Modify,Provisioned,Yes,42754,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Piwik,16868,Active,jdoe19993,447137001,HQ,LM023,202.358.1499,redacted,redacted,Active,Add-002880823,43129,Add,Provisioned,Yes,43130,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe19999,77852043,HQ,JD000,571.253.1211,redacted,redacted,Active,Add-002206855,42746,Add,Provisioned,Yes,42746,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe2,940940924,HQ,LM020,202.358.3940,redacted,redacted,Active,Modify-002529269,42915,Modify,Provisioned,Yes,42916,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20000,668235664,HQ,LM020,202.358.0034,redacted,redacted,Active,Add-002544835,42926,Add,Provisioned,Yes,42926,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe20001,13499564,ARC,IQ,650.604.4150,redacted,redacted,Active,Add-002276996,42783,Add,Provisioned,Yes,42784,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe20002,77852043,HQ,JD000,571.253.1211,redacted,redacted,Active,Add-002206855,42746,Add,Provisioned,Yes,42746,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20004,368938720,HQ,LM020,202.358.2089,redacted,redacted,Active,Add-002324328,42817,Add,Provisioned,Yes,42817,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20005,368938720,HQ,LM020,202.358.2089,redacted,redacted,Active,Add-002324328,42817,Add,Provisioned,Yes,42817,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Github Enterprise,15734,Active,jdoe20007,624633700,HQ,LM020,202.358.0809,redacted,redacted,Active,Add-002562680,42940,Add,Provisioned,Yes,42940,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe20008,44618942,HQ,JD000,,redacted,redacted,Active,Modify-002477740,42895,Modify,Provisioned,Yes,42898,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Office of Small Business Programs (OSBP)  Mobile Content Management System (CMS),15376,Active,jdoe20009,219225653,HQ,ZA000,202.358.3989,redacted,redacted,Active,Add-002214142,42753,Add,Provisioned,Yes,42759,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe20014,978996832,HQ,JD000,,redacted,redacted,Active,Modify-002778332,43052,Modify,Provisioned,Yes,43052,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20020,803277140,HQ,LM020,202.358.3720,redacted,redacted,Active,Add-002321668,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Splunk,15705,Active,jdoe20027,368938720,HQ,LM020,202.358.2089,redacted,redacted,Active,Add-002207927,42747,Add,Provisioned,Yes,42747,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe20030,116846742,HQ,JF000,,redacted,redacted,Active,Bulk-002150754,42702,Bulk,Provisioned,Yes,42702,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20050,668235664,HQ,LM020,202.358.0034,redacted,redacted,Active,Add-002544835,42926,Add,Provisioned,Yes,42926,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe20054,706406906,HQ,JD000,,redacted,redacted,Active,Add-002456695,42891,Add,Provisioned,Yes,42891,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Google G-Suite,14641,Active,jdoe20056,551333132,LARC,D319,757.864.9377,redacted,redacted,Active,Modify-002804891,43073,Modify,Provisioned,Yes,43073,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20061,46396630,HQ,LM020,202.358.1223,redacted,redacted,Active,Add-002321915,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices AORG Forum Website,16484,Active,jdoe20065,862598313,HQ,JD000,901.440.4040,redacted,redacted,Active,Add-002864885,43117,Add,Provisioned,Yes,43118,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Splunk,15705,Active,jdoe20066,940940924,HQ,LM020,202.358.3940,redacted,redacted,Active,Add-002255976,42769,Add,Provisioned,Yes,42769,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe20067,385693440,ARC,I,redacted,redacted,redacted,Active,Add-001714555,42438,Add,Provisioned,Yes,42439,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20069,803277140,HQ,LM020,202.358.3720,redacted,redacted,Active,Add-002321668,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20071,591352705,HQ,LM020,202.358.1052,redacted,redacted,Active,Add-002325064,42818,Add,Provisioned,Yes,42818,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe20073,44216912,HQ,LM020,redacted,redacted,redacted,Active,Add-001659138,42419,Add,Provisioned,Yes,42423,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Questions for Response Database (QFRDB),14376,Active,jdoe20074,904634321,HQ,VA020,202.358.1907,redacted,redacted,Active,Bulk-001468328,42305,Bulk,Provisioned,Yes,42305,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Piwik,16868,Active,jdoe20076,432379233,HQ,LM020,202.358.0627,redacted,redacted,Active,Bulk-002878162,43125,Bulk,Provisioned,Yes,43125,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Enterprise File Sharing and Sync (BOX),16292,Active,jdoe20077,531348824,LARC,A5,757.864.9287,redacted,redacted,Active,Add-002755013,43035,Add,Provisioned,Yes,43038,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe20087,51594710,HQ,LM020,redacted,redacted,redacted,Active,Add-001649689,42418,Add,Provisioned,Yes,42419,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ NASA Education Activity Repository (NEAR),15538,Active,jdoe20088,22567125,HQ,LM020,202.747.2460,redacted,redacted,Active,Bulk-002402058,42863,Bulk,Provisioned,Yes,42863,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe20089,978996832,HQ,JD000,,redacted,redacted,Active,Modify-002778332,43052,Modify,Provisioned,Yes,43052,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20091,668235664,HQ,LM020,202.358.0034,redacted,redacted,Active,Add-002544835,42926,Add,Provisioned,Yes,42926,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Splunk,15705,Active,jdoe20092,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,Add-002332384,42822,Add,Provisioned,Yes,42823,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Piwik,16868,Active,jdoe20095,447137001,HQ,LM023,202.358.1499,redacted,redacted,Active,Add-002880823,43129,Add,Provisioned,Yes,43130,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE AWS Console,16885,Active,jdoe20099,368938720,HQ,LM020,202.358.2089,redacted,redacted,Active,Modify-002911201,43146,Modify,Provisioned,Yes,43146,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Piwik,16868,Active,jdoe201,432379233,HQ,LM020,202.358.0627,redacted,redacted,Active,Bulk-002878162,43125,Bulk,Provisioned,Yes,43125,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe2010,916675065,HQ,LM020,202.358.0610,redacted,redacted,Active,NR-AR-000169934,40799,Add,Provisioned,Yes,40802,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20100,892631651,HQ,LM023,301.464.6638,redacted,redacted,Active,Add-002334322,42823,Add,Provisioned,Yes,42824,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Shop4NASA Shop for NASA,10183,Active,jdoe20102,828239150,HQ,LM020,202.350.2140,redacted,redacted,Active,NR-CR-000029308,40868,Add,Provisioned,Yes,40868,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe20103,478737206,HQ,JD000,540.226.3035,redacted,redacted,Active,Add-002405711,42864,Add,Provisioned,Yes,42864,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe2011,483254942,HQ,JD000,703.760.0440,redacted,redacted,Active,Modify-002240456,42765,Modify,Provisioned,Yes,42765,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20111,668235664,HQ,LM020,202.358.0034,redacted,redacted,Active,Add-002544835,42926,Add,Provisioned,Yes,42926,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20115,46396630,HQ,LM020,202.358.1223,redacted,redacted,Active,Add-002321915,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,"HQ IBM Rational Project Areas, CRs, WMS",13589,Active,jdoe20117,877383139,HQ,LM020,,redacted,redacted,Active,Add-002852682,43110,Add,Provisioned,Yes,43110,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe20118,775793136,MSFC,IS95,redacted,redacted,redacted,Active,Add-002294706,42796,Add,Provisioned,Yes,42796,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Splunk,15705,Active,jdoe2012,46396630,HQ,LM020,202.358.1223,redacted,redacted,Active,Add-002213151,42752,Add,Provisioned,Yes,42752,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20122,46396630,HQ,LM020,202.358.1223,redacted,redacted,Active,Add-002321915,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MicroStrategy,15539,Active,jdoe20124,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,Bulk-002374601,42846,Bulk,Provisioned,Yes,42846,bad_information,99 - Low Privilege,User,Deprovisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe20125,124239051,HQ,LM020,202.358.2295,redacted,redacted,Active,NR-AR-000328872,41514,Add,Provisioned,Yes,41521,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe20126,46396630,HQ,LM020,202.358.1223,redacted,redacted,Active,Add-002321915,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe2013,844306133,HQ,IA000,,redacted,redacted,Active,Add-002895953,43137,Add,Provisioned,Yes,43137,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices CloudAware,14038,Active,jdoe20130,44618942,HQ,JD000,,redacted,redacted,Active,Modify-001618625,42403,Modify,Provisioned,Yes,42405,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe20135,766448065,HQ,JD000,,redacted,redacted,Active,Modify-002262691,42774,Modify,Provisioned,Yes,42782,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Office of Small Business Programs (OSBP)  Mobile Content Management System (CMS),15376,Active,jdoe20139,392738104,HQ,LM020,202.358.1196,redacted,redacted,Active,Bulk-002002988,42600,Bulk,Provisioned,Yes,42600,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe2014,44618942,HQ,JD000,,redacted,redacted,Active,Add-002348455,42830,Add,Provisioned,Yes,42834,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ NASA Education Activity Repository (NEAR),15538,Active,jdoe20148,203288755,HQ,LM020,202.358.4666,redacted,redacted,Active,Bulk-002402059,42863,Bulk,Provisioned,Yes,42863,bad_information,99 - Low Privilege,User,Provisioned
